organization,domain,visible_url,primary_category,secondary_categories,confidence,source_file,source_branch,notes
Ascension,ascension.org,https://jobs.ascension.org/,Hospital Systems,Hospital Systems; Phenom,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Hospital/cancer center; Nonprofit Catholic health system; failure_reason=no_matching_roles; population health research
Ashfield Healthcare Communications,ashfieldhealth.com,https://www.ashfieldhealth.com/careers/,Medical Communications,Custom; Medical Communications,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Medical writing; Medical/scientific communications; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Aspire Scientific,aspire-scientific.com,https://www.aspire-scientific.com,medical_communications,Medical Communications; Independent evidence-led medical communications agency powered by people and values,high,medical_communications_universe.csv,cursor/medical-communications-discovery-87dc,Company homepage - independent medical communications agency
Association for Health Care Environment (AHE),ahe.org,https://www.ahe.org,environmental_occupational_health,Professional Association; Environmental Health,medium,environmental_occupational_health_universe.csv,cursor/environmental-occupational-health-discovery-886b,Association for health care environmental services leaders maintaining care environment using infection prevention practices
Association of Occupational and Environmental Clinics (AOEC),aoec.org,https://aoec.org,environmental_occupational_health,"Professional Association; Occupational Health, Environmental Health",high,environmental_occupational_health_universe.csv,cursor/environmental-occupational-health-discovery-886b,Network of clinics providing patient-focused care for workers injured or ill on the job and people exposed to environmental hazards
Association of Public Health Laboratories (APHL),aphl.org,https://aphl.org,environmental_occupational_health,Professional Association; Public Health Preparedness,high,environmental_occupational_health_universe.csv,cursor/environmental-occupational-health-discovery-886b,Helps public health laboratories with emergency preparedness and response capabilities
Association of State and Territorial Health Officials (ASTHO),astho.org,https://www.astho.org,environmental_occupational_health,Government; Professional Association; Public Health; Public Health Preparedness; Unknown,high,employer_database_master.csv; environmental_occupational_health_universe.csv; phase3c_browser_queue_20260620.json,cursor/environmental-occupational-health-discovery-886b; main (phase3c_sync_minimum.zip),Fetch: HTTP Error 403: Forbidden; Provides public health preparedness expertise to help communities anticipate respond to and recover from health emergencies; State health officials; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Astellas Pharma US,astellas.com,https://www.astellas.com/en,Pharmaceutical Companies,Custom; Pharmaceutical Companies,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),HEOR/RWE; R20 new; Specialty pharma; failure_reason=no_matching_roles
AstraZeneca,astrazeneca.com,https://www.astrazeneca.com,pharma_biotech,Global science-led biopharmaceutical business; Pharmaceutical; Pharmaceutical Companies; Unknown; innovative medicines used by millions of patients worldwide,high,employer_database_master.csv; pharma_biotech_universe.csv; phase3c_browser_queue_20260620.json,cursor/pharma-biotech-universe-bfec; main (phase3c_sync_minimum.zip),Fetch: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unabl; HEOR; Major pharmaceutical company; Rare disease; failure_reason=fetch_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)>
Athena Diagnostics,athenadiagnostics.com,https://www.athenadiagnostics.com,med_device_diagnostics,Diagnostics; Neurological disease diagnostics,high,med_device_diagnostics_universe.csv,cursor/med-device-diagnostics-universe-e384,Leader in diagnostic testing for neurological diseases and muscular dystrophy
athenahealth,athenahealth.com,https://www.athenahealth.com/careers,Digital Health,Digital Health; Unknown,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Ambulatory EHR; Fetch: HTTP Error 403: Forbidden; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Atlantic Health,atlantichealth.org,https://www.atlantichealth.org,hospital_system,Hospital System; Hospital Systems; Workday,high,employer_database_master.csv; hospital_system_universe.csv; phase3c_browser_queue_20260620.json,cursor/hospital-discovery-agent-b-d6aa; main (phase3c_sync_minimum.zip),Hospital system; New Jersey regional health system including Morristown Medical Center; failure_reason=no_matching_roles
Atrium Health,atriumhealth.org,https://www.atriumhealth.org,hospital_system,Hospital System; Hospital Systems; Workday,high,employer_database_master.csv; hospital_system_universe.csv; phase3c_browser_queue_20260620.json,cursor/hospital-discovery-agent-b-d6aa; main (phase3c_sync_minimum.zip),Carolinas system; Charlotte NC integrated health system; Wisconsin system; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Atropos Health,atroposhealth.com,https://www.atroposhealth.com,cro_heor_rwe,Digital Health; Greenhouse; HEOR; HEOR real-world evidence research-grade RWE; RWD insights; RWE,high,cro_heor_rwe_universe.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/cro-heor-rwe-discovery-307f; main (phase3c_sync_minimum.zip),AI-driven evidence generation and publication-grade RWE; RWE evidence network; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Auburn University Health Sciences,auburn.edu,https://jobs.auburn.edu/,Academic Medical Centers,Academic Medical Centers; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),SPH/Medicine; adjunct/epi potential; failure_reason=no_matching_roles
Augusta Health,augustahealth.com,https://www.augustahealth.com › service › population-health,hospital_system,Regional Health System,high,hospital_system_universe.csv,cursor/hospital-discovery-agent-b-d6aa,Population health team at Fishersville VA community health system
Augusta University,augusta.edu,https://www.augusta.edu/sph,academic,Academic Medical Center,high,academic_employer_universe.csv,cursor/academic-employer-discovery-0c53,Georgia academic medical center
Aurevia,aurevia.com,https://www.aurevia.com,cro_heor_rwe,"Research Consulting; Quality regulatory and CRO consulting, medtech regulatory compliance",high,cro_heor_rwe_universe.csv,cursor/cro-heor-rwe-discovery-307f,Full-service CRO consulting supporting pharma and medical devices
AuroraMed,auroramed.pt,https://auroramed.pt,ai_clinical_datascience,Healthcare AI; Clinician empowerment - trusted AI for medicine founded by physician/engineer,high,ai_clinical_datascience_universe.csv,cursor/ai-clinical-datascience-universe-b799,Portuguese healthcare AI company; page 12
Australian Government Department of Health,health.gov.au,https://www.health.gov.au/our-work/national-clinical-quality-registry-program,rwd_registry,Clinical Registry; Clinical Quality,high,real_world_data_registry_universe.csv,cursor/rwd-registry-universe-b89c,National Clinical Quality Registry Program funding clinical quality registries
Avalere Health Advisory,avalerehealth.com,https://advisory.avalerehealth.com,cro_heor_rwe,Consulting; Custom; HEOR; Health economics and outcomes research consulting with real-world data; Health plan consulting and managed care solutions; Payer Analytics; RWE,high,cro_heor_rwe_universe.csv; employer_database_master.csv; payer_vbc_universe.csv; phase3c_browser_queue_20260620.json,cursor/cro-heor-rwe-discovery-307f; cursor/payer-vbc-discovery-ed6b; main (phase3c_sync_minimum.zip),Comprehensive real-world data for evidence generation; HEOR/RWE/epi consulting; Policy analytics and health plan advisory; Policy/HEOR; failure_reason=no_matching_roles
Aventine Consulting,aventineconsulting.com,https://www.aventineconsulting.com,medical_communications,Healthcare Communications; Healthcare communications firm acquired by Prime Global Medical Communications in UK,medium,medical_communications_universe.csv,cursor/medical-communications-discovery-87dc,News article about acquisition - healthcare communications firm
Axial Group,axialgroup.com,https://www.axialgroup.com/efficient-publication-strategy,medical_communications,Publication Planning; Efficient publication strategy services - Lanx part of Axial Group full-service CRO,medium,medical_communications_universe.csv,cursor/medical-communications-discovery-87dc,Company page mentions publication strategy - CRO with publication services
Axina,axina.com,https://www.axina.com,cro_heor_rwe,HEOR; RWE; AI-powered RWE HEOR and evidence synthesis solutions,high,cro_heor_rwe_universe.csv,cursor/cro-heor-rwe-discovery-307f,Market access and cost-effectiveness focus
Axiom Resource Management,axiomresourcemanagement.com,https://www.axiomresourcemanagement.com/careers,Federal Contractors,Federal Contractors; Unknown,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Fetch: <urlopen error [Errno -2] Name or service not known>; Greenhouse sales focus; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
Axle Informatics,axleinfo.com,https://axleinfo.com/careers/,Federal Contractors,Custom; Federal Contractors,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Federal health research/contractor; NIH contractor; failure_reason=no_matching_roles
AXON Communications,axoncom.com,https://www.axoncom.com/careers,Medical Communications,Custom; Medical Communications,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Medical communications; failure_reason=fetch_failed:<urlopen error [Errno -3] Temporary failure in name resolution>
Azalea Health,azaleahealth.com,https://www.azaleahealth.com,clinical_informatics_healthit,EHR; Cloud-based EHR with health information exchange and interoperability,high,clinical_informatics_healthit_universe.csv,cursor/clinical-informatics-healthit-universe-78ec,Ambulatory and rural health EHR vendor
Azenta Life Sciences,azenta.com,https://www.azenta.com,pharma_biotech,Other; Pharmaceutical company sought support to store GMP materials at ultra low temperature,medium,pharma_biotech_universe.csv,cursor/pharma-biotech-universe-bfec,Life sciences services and storage provider
Babylon Health,babylonhealth.com,https://www.babylonhealth.com/careers,Digital Health,Digital Health; Greenhouse,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Digital primary care; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>
Back Bay Life Science Advisors,bblsa.com,https://www.bblsa.com/lifescience/careers,HEOR / RWE / Consulting,Consulting; Custom; HEOR; RWE,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Life sciences advisory; failure_reason=no_matching_roles
